Extent,Prediction
15.16,15.586
15.207,15.483
15.255,15.396
15.209,15.39
15.31,15.396
15.228,15.387
15.303,15.422
15.364,15.397
15.384,15.444
15.413,15.441
15.475,15.404
15.526,15.359
15.534,15.427
15.488,15.421
15.549,15.555
15.586,15.624
15.483,15.536
15.396,15.611
15.39,15.511
15.396,15.572
15.387,15.611
15.422,15.576
15.397,15.489
15.444,15.402
15.441,15.396
15.404,15.346
15.359,15.312
15.427,15.282
15.421,15.211
15.555,15.265
15.624,15.224
15.536,15.183
15.611,15.114
15.511,15.173
15.572,15.126
15.611,14.991
15.576,14.931
15.489,14.882
15.402,14.885
15.396,14.72
15.346,14.694
15.312,14.649
15.282,14.609
15.211,14.609
15.265,14.585
15.224,14.543
15.183,14.481
15.114,14.428
15.173,14.321
15.126,14.336
14.991,14.379
14.931,14.381
14.882,14.36
14.885,14.369
14.72,14.329
14.694,14.265
14.649,14.184
14.609,14.223
14.609,14.183
14.585,14.15
14.543,14.097
14.481,14.054
14.428,14.075
14.321,13.945
14.336,13.867
14.379,13.768
14.381,13.79
14.36,13.704
14.369,13.527
14.329,13.508
14.265,13.481
14.184,13.482
14.223,13.384
14.183,13.341
14.15,13.346
14.097,13.321
14.054,13.265
14.075,13.227
13.945,13.197
13.867,13.214
13.768,13.119
13.79,13.084
13.704,13.076
13.527,13.049
13.508,12.974
13.481,12.947
13.482,12.876
13.384,12.755
13.341,12.724
13.346,12.677
13.321,12.668
13.265,12.658
13.227,12.55
13.197,12.505
13.214,12.5
13.119,12.465
13.084,12.417
13.076,12.402
13.049,12.35
12.974,12.239
12.947,12.152
12.876,12.108
12.755,12.077
12.724,12.0
12.677,12.012
12.668,11.982
12.658,11.924
12.55,11.894
12.505,11.838
12.5,11.822
12.465,11.77
12.417,11.738
12.402,11.696
12.35,11.636
12.239,11.585
12.152,11.534
12.108,11.489
12.077,11.439
12.0,11.378
12.012,11.365
11.982,11.356
11.924,11.331
11.894,11.259
11.838,11.176
11.822,11.056
11.77,11.064
11.738,10.955
11.696,10.86
11.636,10.767
11.585,10.575
11.534,10.556
11.489,10.556
11.439,10.511
11.378,10.436
11.365,10.315
11.356,10.204
11.331,10.086
11.259,10.066
11.176,9.986
11.056,9.733
11.064,9.647
10.955,9.61
10.86,9.525
10.767,9.398
10.575,9.322
10.556,9.205
10.556,9.081
10.511,8.986
10.436,8.881
10.315,8.799
10.204,8.675
10.086,8.461
10.066,8.428
9.986,8.446
9.733,8.246
9.647,8.086
9.61,8.006
9.525,7.992
9.398,7.911
9.322,7.77
9.205,7.588
9.081,7.495
8.986,7.444
8.881,7.472
8.799,7.331
8.675,7.251
8.461,7.148
8.428,7.064
8.446,6.868
8.246,6.809
8.086,6.76
8.006,6.704
7.992,6.642
7.911,6.6
7.77,6.631
7.588,6.54
7.495,6.434
7.444,6.389
7.472,6.317
7.331,6.275
7.251,6.241
7.148,6.209
7.064,6.209
6.868,6.141
6.809,6.157
6.76,6.071
6.704,5.997
6.642,6.002
6.6,5.948
6.631,5.966
6.54,5.866
6.434,5.828
6.389,5.827
6.317,5.759
6.275,5.698
6.241,5.638
6.209,5.67
6.209,5.691
6.141,5.687
6.157,5.68
6.071,5.641
5.997,5.639
6.002,5.638
5.948,5.628
5.966,5.644
5.866,5.661
5.828,5.663
5.827,5.627
5.759,5.625
5.698,5.698
5.638,5.796
5.67,5.87
5.691,5.965
5.687,5.996
5.68,6.007
5.641,6.012
5.639,6.084
5.638,6.158
5.628,6.253
5.644,6.332
5.661,6.399
5.663,6.543
5.627,6.656
5.625,6.869
5.698,7.085
5.796,7.218
5.87,7.303
5.965,7.467
5.996,7.547
6.007,7.647
6.012,7.722
6.084,7.853
6.158,7.967
6.253,8.025
6.332,8.1
6.399,8.164
6.543,8.196
6.656,8.26
6.869,8.358
7.085,8.452
7.218,8.583
7.303,8.644
7.467,8.777
7.547,8.89
7.647,8.919
7.722,8.976
7.853,9.062
7.967,9.079
8.025,9.132
8.1,9.179
8.164,9.177
8.196,9.169
8.26,9.299
8.358,9.424
8.452,9.511
8.583,9.573
8.644,9.576
8.777,9.611
8.89,9.587
8.919,9.629
8.976,9.743
9.062,9.852
9.079,9.874
9.132,9.967
9.179,10.048
9.177,10.096
9.169,10.19
9.299,10.364
9.424,10.587
9.511,10.594
9.573,10.585
9.576,10.593
9.611,10.687
9.587,10.805
9.629,10.883
9.743,11.004
9.852,11.06
9.874,11.213
9.967,11.377
10.048,11.476
10.096,11.499
10.19,11.549
10.364,11.728
10.587,11.785
10.594,11.874
10.585,11.909
10.593,11.978
10.687,11.981
10.805,11.966
10.883,11.972
11.004,12.118
11.06,12.188
11.213,12.239
11.377,12.32
11.476,12.38
11.499,12.487
11.549,12.572
11.728,12.666
11.785,12.715
11.874,12.922
11.909,12.925
11.978,12.837
11.981,12.878
11.966,12.909
11.972,12.998
12.118,13.091
12.188,13.112
12.239,13.206
12.32,13.376
12.38,13.366
12.487,13.377
12.572,13.483
12.666,13.504
12.715,13.647
12.922,13.698
12.925,13.876
12.837,13.925
12.878,14.036
12.909,14.075
12.998,14.092
13.091,14.12
13.112,14.094
13.206,14.126
13.376,14.219
13.366,14.278
13.377,14.285
13.483,14.395
13.504,14.424
13.647,14.518
13.698,14.584
13.876,14.638
13.925,14.684
14.036,14.796
14.075,14.739
14.092,14.555
14.12,14.481
14.094,14.528
14.126,14.585
14.219,14.583
14.278,14.791
14.285,14.891
14.395,14.771
14.424,14.811
14.518,14.871
14.584,14.946
14.638,14.954
14.684,14.889
14.796,14.876
14.739,14.905
14.555,14.834
14.481,14.942
14.528,14.975
14.585,14.996
14.583,15.003
14.791,15.057
14.891,15.078
14.771,15.142
14.811,15.139
14.871,15.212
14.946,15.306
14.954,15.345
14.889,15.354
14.876,15.359
14.905,15.386
14.834,15.461
14.942,15.443
14.975,15.438
14.996,15.439
15.003,15.41
15.057,15.506
15.078,15.495
15.142,15.518
15.139,15.555
15.212,15.61
15.306,15.616
15.345,15.524
15.354,15.472
15.359,15.44
15.386,15.443
15.461,15.438
15.443,15.381
15.438,15.326
15.439,15.347
15.41,15.32
15.506,15.278
15.495,15.331
15.518,15.4
15.555,15.433
15.61,15.485
15.616,15.561
15.524,15.56
15.472,15.629
15.44,15.627
15.443,15.599
15.438,15.511
15.381,15.603
15.326,15.587
15.347,15.604
15.32,15.578
15.278,15.499
15.331,15.474
15.4,15.426
15.433,15.375
15.485,15.232
15.561,15.081
15.56,15.019
15.629,15.045
15.627,14.965
15.599,15.021
15.511,14.868
15.603,14.889
15.587,14.817
15.604,14.784
15.578,14.726
15.499,14.695
15.474,14.635
15.426,14.523
15.375,14.531
15.232,14.565
15.081,14.475
15.019,14.345
15.045,14.332
14.965,14.276
15.021,14.232
14.868,14.235
14.889,14.292
14.817,14.15
14.784,14.122
14.726,13.969
14.695,13.994
14.635,13.919
14.523,13.827
14.531,13.798
14.565,13.71
14.475,13.549
14.345,13.551
14.332,13.481
14.276,13.412
14.232,13.358
14.235,13.306
14.292,13.265
14.15,13.165
14.122,13.143
13.969,13.056
13.994,13.09
13.919,13.087
13.827,13.086
13.798,13.007
13.71,12.955
13.549,12.965
13.551,12.952
13.481,12.933
13.412,12.874
13.358,12.854
13.306,12.839
13.265,12.783
13.165,12.786
13.143,12.689
13.056,12.681
13.09,12.689
13.087,12.603
13.086,12.566
13.007,12.58
12.955,12.483
12.965,12.386
12.952,12.409
12.933,12.382
12.874,12.354
12.854,12.228
12.839,12.187
12.783,12.087
12.786,12.024
12.689,12.029
12.681,11.993
12.689,11.977
12.603,11.942
12.566,11.802
12.58,11.755
12.483,11.665
12.386,11.625
12.409,11.505
12.382,11.462
12.354,11.387
12.228,11.351
12.187,11.279
12.087,11.12
12.024,11.064
12.029,11.044
11.993,11.048
11.977,10.903
11.942,10.839
11.802,10.854
11.755,10.796
11.665,10.624
11.625,10.45
11.505,10.344
11.462,10.268
11.387,10.233
11.351,10.18
11.279,10.1
11.12,10.02
11.064,9.947
11.044,9.856
11.048,9.824
10.903,9.763
10.839,9.643
10.854,9.434
10.796,9.443
10.624,9.366
10.45,9.237
10.344,9.11
10.268,9.007
10.233,8.951
10.18,8.862
10.1,8.751
10.02,8.646
9.947,8.53
9.856,8.408
9.824,8.298
9.763,8.305
9.643,8.294
9.434,8.234
9.443,8.148
9.366,8.059
9.237,7.947
9.11,7.788
9.007,7.722
8.951,7.555
8.862,7.601
8.751,7.538
8.646,7.51
8.53,7.299
8.408,7.202
8.298,7.17
8.305,7.109
8.294,7.1
8.234,7.103
8.148,6.968
8.059,6.953
7.947,6.848
7.788,6.817
7.722,6.758
7.555,6.818
7.601,6.7
7.538,6.633
7.51,6.638
7.299,6.615
7.202,6.559
7.17,6.547
7.109,6.54
7.1,6.583
7.103,6.511
6.968,6.495
6.953,6.476
6.848,6.461
6.817,6.395
6.758,6.283
6.818,6.321
6.7,6.252
6.633,6.241
6.638,6.165
6.615,6.113
6.559,6.093
6.547,6.11
6.54,6.103
6.583,6.065
6.511,6.04
6.495,6.055
6.476,6.103
6.461,6.023
6.395,6.032
6.283,6.037
6.321,5.969
6.252,5.975
6.241,6.095
6.165,6.16
6.113,6.093
6.093,5.998
6.11,6.033
6.103,6.051
6.065,6.149
6.04,6.133
6.055,6.125
6.103,6.169
6.023,6.201
6.032,6.296
6.037,6.441
5.969,6.484
5.975,6.572
6.095,6.643
6.16,6.764
6.093,6.829
5.998,6.911
6.033,6.985
6.051,6.958
6.149,7.003
6.133,7.076
6.125,7.144
6.169,7.36
6.201,7.582
6.296,7.688
6.441,7.813
6.484,7.937
6.572,8.111
6.643,8.275
6.764,8.431
6.829,8.575
6.911,8.672
6.985,8.822
6.958,8.923
7.003,8.919
7.076,8.945
7.144,9.009
7.36,9.044
7.582,9.075
7.688,9.113
7.813,9.193
7.937,9.367
8.111,9.473
8.275,9.438
8.431,9.481
8.575,9.435
8.672,9.441
8.822,9.5
8.923,9.602
8.919,9.607
8.945,9.685
9.009,9.748
9.044,9.81
9.075,9.903
9.113,9.986
9.193,10.063
9.367,10.173
9.473,10.274
9.438,10.335
9.481,10.35
9.435,10.388
9.441,10.397
9.5,10.45
9.602,10.5
9.607,10.585
9.685,10.702
9.748,10.833
9.81,10.918
9.903,11.004
9.986,11.141
10.063,11.171
10.173,11.327
10.274,11.402
10.335,11.581
10.35,11.736
10.388,11.73
10.397,11.749
10.45,11.896
10.5,11.987
10.585,12.063
10.702,12.129
10.833,12.26
10.918,12.397
11.004,12.436
11.141,12.503
11.171,12.625
11.327,12.752
11.402,12.881
11.581,12.918
11.736,12.97
11.73,12.88
11.749,13.034
11.896,13.14
11.987,13.23
12.063,13.306
12.129,13.289
12.26,13.308
12.397,13.272
12.436,13.352
12.503,13.379
12.625,13.32
12.752,13.387
12.881,13.502
12.918,13.538
12.97,13.502
12.88,13.59
13.034,13.617
13.14,13.594
13.23,13.631
13.306,13.749
13.289,13.794
13.308,13.842
13.272,13.917
13.352,13.991
13.379,14.075
13.32,14.148
13.387,14.056
13.502,14.203
13.538,14.077
13.502,14.139
13.59,14.203
13.617,14.28
13.594,14.233
13.631,14.237
13.749,14.32
13.794,14.321
13.842,14.217
13.917,14.321
13.991,14.366
14.075,14.342
14.148,14.337
14.056,14.28
14.203,14.397
14.077,14.36
14.139,14.389
14.203,14.497
14.28,14.515
14.233,14.53
14.237,14.564
14.32,14.691
14.321,14.692
14.217,14.787
14.321,14.827
14.366,14.862
14.342,14.947
14.337,15.021
14.28,15.024
14.397,15.034
14.36,15.029
14.389,15.037
14.497,15.028
14.515,15.088
14.53,15.082
14.564,15.147
14.691,15.165
14.692,15.15
14.787,15.169
14.827,15.144
14.862,15.169
14.947,15.185
15.021,15.187
15.024,15.197
15.034,15.104
15.029,15.068
15.037,15.052
15.028,15.004
15.088,15.04
15.082,15.117
15.147,15.157
15.165,15.161
15.15,15.269
15.169,15.3
15.144,15.191
15.169,15.085
15.185,14.854
15.187,14.89
15.197,14.908
15.104,14.944
15.068,15.013
15.052,14.943
15.004,14.941
15.04,14.955
15.117,14.954
15.157,14.844
15.161,14.824
15.269,14.882
15.3,14.958
15.191,15.048
15.085,15.016
14.854,14.83
14.89,14.793
14.908,14.784
14.944,14.841
15.013,14.742
14.943,14.735
14.941,14.68
14.955,14.682
14.954,14.669
14.844,14.595
14.824,14.504
14.882,14.461
14.958,14.421
15.048,14.325
15.016,14.119
14.83,13.948
14.793,13.883
14.784,13.9
14.841,13.861
14.742,13.821
14.735,13.768
14.68,13.715
14.682,13.778
14.669,13.767
14.595,13.682
14.504,13.649
14.461,13.556
14.421,13.554
14.325,13.577
14.119,13.5
13.948,13.52
13.883,13.443
13.9,13.43
13.861,13.335
13.821,13.203
13.768,13.113
13.715,13.129
13.778,13.128
13.767,13.019
13.682,12.97
13.649,12.901
13.556,12.781
13.554,12.796
13.577,12.706
13.5,12.709
13.52,12.632
13.443,12.563
13.43,12.529
13.335,12.48
13.203,12.476
13.113,12.43
13.129,12.437
13.128,12.394
13.019,12.334
12.97,12.352
12.901,12.292
12.781,12.261
12.796,12.242
12.706,12.215
12.709,12.198
12.632,12.283
12.563,12.209
12.529,12.229
12.48,12.194
12.476,12.106
12.43,11.965
12.437,11.96
12.394,11.923
12.334,11.914
12.352,11.862
12.292,11.851
12.261,11.814
12.242,11.807
12.215,11.769
12.198,11.723
12.283,11.683
12.209,11.688
12.229,11.616
12.194,11.576
12.106,11.558
11.965,11.534
11.96,11.444
11.923,11.363
11.914,11.352
11.862,11.304
11.851,11.234
11.814,11.243
11.807,11.127
11.769,10.974
11.723,10.942
11.683,10.911
11.688,10.849
11.616,10.807
11.576,10.805
11.558,10.814
11.534,10.633
11.444,10.542
11.363,10.402
11.352,10.349
11.304,10.277
11.234,10.288
11.243,10.218
11.127,10.132
10.974,10.039
10.942,9.963
10.911,9.867
10.849,9.799
10.807,9.713
10.805,9.529
10.814,9.518
10.633,9.492
10.542,9.328
10.402,9.185
10.349,9.168
10.277,9.061
10.288,9.028
10.218,8.935
10.132,8.881
10.039,8.82
9.963,8.76
9.867,8.653
9.799,8.466
9.713,8.431
9.529,8.364
9.518,8.311
9.492,8.22
9.328,8.125
9.185,7.954
9.168,7.864
9.061,7.795
9.028,7.74
8.935,7.609
8.881,7.472
8.82,7.388
8.76,7.261
8.653,7.213
8.466,7.15
8.431,7.057
8.364,6.985
8.311,6.865
8.22,6.878
8.125,6.683
7.954,6.68
7.864,6.607
7.795,6.58
7.74,6.492
7.609,6.425
7.472,6.344
7.388,6.302
7.261,6.284
7.213,6.224
7.15,6.215
7.057,6.181
6.985,6.058
6.865,6.033
6.878,6.021
6.683,6.015
6.68,5.93
6.607,5.967
6.58,5.926
6.492,5.946
6.425,5.963
6.344,5.94
6.302,5.902
6.284,5.927
6.224,5.906
6.215,5.83
6.181,5.809
6.058,5.807
6.033,5.84
6.021,5.855
6.015,5.853
5.93,5.803
5.967,5.803
5.926,5.77
5.946,5.771
5.963,5.821
5.94,6.034
5.902,5.97
5.927,6.0
5.906,6.112
5.83,6.183
5.809,6.247
5.807,6.32
5.84,6.397
5.855,6.442
5.853,6.461
5.803,6.621
5.803,6.713
5.77,6.839
5.771,6.821
5.821,6.899
6.034,7.039
5.97,7.204
6.0,7.289
6.112,7.357
6.183,7.464
6.247,7.607
6.32,7.74
6.397,7.846
6.442,7.894
6.461,7.92
6.621,7.982
6.713,8.11
6.839,8.219
6.821,8.21
6.899,8.169
7.039,8.242
7.204,8.329
7.289,8.432
7.357,8.617
7.464,8.685
7.607,8.742
7.74,8.798
7.846,8.88
7.894,8.987
7.92,8.984
7.982,9.045
8.11,9.16
8.219,9.289
8.21,9.407
8.169,9.54
8.242,9.734
8.329,9.806
8.432,9.809
8.617,9.923
8.685,9.91
8.742,10.052
8.798,10.144
8.88,10.232
8.987,10.224
8.984,10.299
9.045,10.346
9.16,10.419
9.289,10.43
9.407,10.471
9.54,10.501
9.734,10.607
9.806,10.674
9.809,10.683
9.923,10.704
9.91,10.839
10.052,10.97
10.144,11.046
10.232,11.146
10.224,11.243
10.299,11.325
10.346,11.365
10.419,11.629
10.43,11.791
10.471,11.872
10.501,12.06
10.607,12.046
10.674,12.112
10.683,12.132
10.704,12.219
10.839,12.328
10.97,12.32
11.046,12.466
11.146,12.434
11.243,12.524
11.325,12.57
11.365,12.72
11.629,12.629
11.791,12.687
11.872,12.693
12.06,12.705
12.046,12.767
12.112,12.834
12.132,12.965
12.219,12.958
12.328,12.974
12.32,12.827
12.466,12.814
12.434,12.973
12.524,13.046
12.57,12.989
12.72,13.058
12.629,13.019
12.687,13.16
12.693,13.163
12.705,13.293
12.767,13.313
12.834,13.383
12.965,13.324
12.958,13.452
12.974,13.404
12.827,13.431
12.814,13.503
12.973,13.55
13.046,13.516
12.989,13.656
13.058,13.62
13.019,13.604
13.16,13.74
13.163,13.809
13.293,13.711
13.313,13.705
13.383,13.765
13.324,13.705
13.452,13.764
13.404,13.851
13.431,13.963
13.503,13.981
13.55,13.892
13.516,13.931
13.656,14.064
13.62,14.097
13.604,14.136
13.74,14.019
13.809,14.031
13.711,14.071
13.705,14.145
13.765,14.128
13.705,14.107
13.764,14.076
13.851,14.089
13.963,14.171
13.981,14.259
13.892,14.296
13.931,14.278
14.064,14.302
14.097,14.332
14.136,14.405
14.019,14.456
14.031,14.515
14.071,14.467
14.145,14.415
14.128,14.427
14.107,14.469
14.076,14.454
14.089,14.431
14.171,14.541
14.259,14.592
14.296,14.652
14.278,14.737
14.302,14.815
14.332,14.779
14.405,14.874
14.456,14.926
14.515,14.84
14.467,14.851
14.415,14.9
14.427,14.903
14.469,14.906
14.454,14.935
14.431,14.993
14.541,14.891
14.592,14.95
14.652,14.992
14.737,14.893
14.815,14.761
14.779,14.708
14.874,14.712
14.926,14.73
14.84,14.642
14.851,14.556
14.9,14.475
14.903,14.442
14.906,14.435
14.935,14.434
14.993,14.437
14.891,14.432
14.95,14.41
14.992,14.393
14.893,14.422
14.761,14.509
14.708,14.508
14.712,14.425
14.73,14.398
14.642,14.314
14.556,14.414
14.475,14.396
14.442,14.43
14.435,14.369
14.434,14.342
14.437,14.345
14.432,14.279
14.41,14.194
14.393,14.248
14.422,14.206
14.509,14.142
14.508,14.142
14.425,14.038
14.398,14.009
14.314,14.013
14.414,14.003
14.396,13.965
14.43,14.023
14.369,14.016
14.342,13.954
14.345,13.88
14.279,13.927
14.194,13.908
14.248,13.795
14.206,13.782
14.142,13.737
14.142,13.725
14.038,13.701
14.009,13.581
14.013,13.464
14.003,13.397
13.965,13.314
14.023,13.264
14.016,13.247
13.954,13.211
13.88,13.205
13.927,13.215
13.908,13.227
13.795,13.119
13.782,13.109
13.737,13.108
13.725,13.083
13.701,13.025
13.581,12.945
13.464,12.906
13.397,12.911
13.314,12.87
13.264,12.861
13.247,12.795
13.211,12.688
13.205,12.615
13.215,12.552
13.227,12.548
13.119,12.429
13.109,12.402
13.108,12.365
13.083,12.352
13.025,12.267
12.945,12.169
12.906,12.019
12.911,11.899
12.87,11.785
12.861,11.736
12.795,11.705
12.688,11.637
12.615,11.625
12.552,11.53
12.548,11.53
12.429,11.477
12.402,11.468
12.365,11.456
12.352,11.369
12.267,11.338
12.169,11.261
12.019,11.184
11.899,11.145
11.785,11.12
11.736,11.056
11.705,10.965
11.637,10.913
11.625,10.853
11.53,10.794
11.53,10.702
11.477,10.627
11.468,10.56
11.456,10.397
11.369,10.265
11.338,10.234
11.261,10.211
11.184,9.971
11.145,9.878
11.12,9.823
11.056,9.738
10.965,9.669
10.913,9.508
10.853,9.406
10.794,9.355
10.702,9.265
10.627,9.197
10.56,9.167
10.397,9.168
10.265,9.068
10.234,9.043
10.211,8.857
9.971,8.755
9.878,8.687
9.823,8.544
9.738,8.559
9.669,8.419
9.508,8.022
9.406,7.961
9.355,7.872
9.265,7.783
9.197,7.772
9.167,7.704
9.168,7.538
9.068,7.495
9.043,7.408
8.857,7.303
8.755,7.176
8.687,7.107
8.544,7.042
8.559,7.014
8.419,7.031
8.022,6.92
7.961,6.771
7.872,6.715
7.783,6.662
7.772,6.577
7.704,6.494
7.538,6.433
7.495,6.384
7.408,6.377
7.303,6.373
7.176,6.301
7.107,6.282
7.042,6.168
7.014,6.122
7.031,6.046
6.92,6.039
6.771,6.017
6.715,6.031
6.662,6.004
6.577,5.951
6.494,5.879
6.433,5.87
6.384,5.839
6.377,5.839
6.373,5.765
6.301,5.642
6.282,5.64
6.168,5.654
6.122,5.615
6.046,5.631
6.039,5.655
6.017,5.655
6.031,5.677
6.004,5.593
5.951,5.614
5.879,5.582
5.87,5.627
5.839,5.601
5.839,5.538
5.765,5.51
5.642,5.493
5.64,5.47
5.654,5.438
5.615,5.382
5.631,5.324
5.655,5.322
5.655,5.314
5.677,5.316
5.593,5.317
5.614,5.333
5.582,5.351
5.627,5.382
5.601,5.427
5.538,5.489
5.51,5.512
5.493,5.599
5.47,5.692
5.438,5.836
5.382,5.88
5.324,5.98
5.322,6.03
5.314,6.044
5.316,6.124
5.317,6.187
5.333,6.236
5.351,6.326
5.382,6.434
5.427,6.489
5.489,6.594
5.512,6.693
5.599,6.855
5.692,6.996
5.836,7.075
5.88,7.201
5.98,7.338
6.03,7.509
6.044,7.757
6.124,8.054
6.187,8.264
6.236,8.439
6.326,8.609
6.434,8.701
6.489,8.776
6.594,8.885
6.693,9.006
6.855,9.124
6.996,9.222
7.075,9.247
7.201,9.336
7.338,9.408
7.509,9.51
7.757,9.557
8.054,9.611
8.264,9.707
8.439,9.836
8.609,9.853
8.701,9.916
8.776,9.936
8.885,9.933
9.006,9.958
9.124,10.012
9.222,9.976
9.247,10.05
9.336,10.144
9.408,10.189
9.51,10.182
9.557,10.272
9.611,10.309
9.707,10.431
9.836,10.569
9.853,10.733
9.916,10.757
9.936,10.862
9.933,11.063
9.958,11.015
10.012,11.086
9.976,11.135
10.05,11.144
10.144,11.306
10.189,11.398
10.182,11.356
10.272,11.397
10.309,11.504
10.431,11.538
10.569,11.709
10.733,11.763
10.757,11.729
10.862,11.776
11.063,11.83
11.015,11.968
11.086,12.033
11.135,12.244
11.144,12.412
11.306,12.344
11.398,12.405
11.356,12.482
11.397,12.456
11.504,12.466
11.538,12.527
11.709,12.6
11.763,12.619
11.729,12.625
11.776,12.754
11.83,12.872
11.968,12.946
12.033,12.94
12.244,12.976
12.412,13.016
12.344,13.065
12.405,13.16
12.482,13.21
12.456,13.267
12.466,13.307
12.527,13.314
12.6,13.265
12.619,13.301
12.625,13.292
12.754,13.336
12.872,13.431
12.946,13.491
12.94,13.535
12.976,13.424
13.016,13.44
13.065,13.474
13.16,13.451
13.21,13.445
13.267,13.307
13.307,13.431
13.314,13.337
13.265,13.317
13.301,13.472
13.292,13.592
13.336,13.521
13.431,13.546
13.491,13.658
13.535,13.719
13.424,13.775
13.44,13.856
13.474,13.801
13.451,13.958
13.445,14.081
13.307,14.118
13.431,14.159
13.337,14.176
13.317,14.28
13.472,14.292
13.592,14.251
13.521,14.228
13.546,14.335
13.658,14.347
13.719,14.381
13.775,14.444
13.856,14.495
13.801,14.437
13.958,14.378
14.081,14.39
14.118,14.486
14.159,14.42
14.176,14.277
14.28,14.286
14.292,14.34
14.251,14.378
14.228,14.342
14.335,14.284
14.347,14.335
14.381,14.347
14.444,14.39
14.495,14.422
14.437,14.434
14.378,14.471
14.39,14.445
14.486,14.473
14.42,14.535
14.277,14.56
14.286,14.52
14.34,14.591
14.378,14.672
14.342,14.756
14.284,14.777
14.335,14.617
14.347,14.521
14.39,14.471
14.422,14.404
14.434,14.374
14.471,14.336
14.445,14.394
14.473,14.397
14.535,14.457
14.56,14.414
14.52,14.346
14.591,14.22
14.672,14.206
14.756,14.212
14.777,14.257
14.617,14.251
14.521,14.249
14.471,14.243
14.404,14.214
14.374,14.233
14.336,14.22
14.394,14.297
14.397,14.211
14.457,14.121
14.414,14.251
14.346,14.25
14.22,14.149
14.206,14.068
14.212,13.947
14.257,13.986
14.251,13.948
14.249,13.92
14.243,13.958
14.214,13.912
14.233,13.952
14.22,13.999
14.297,14.013
14.211,13.913
14.121,13.967
14.251,13.945
14.25,13.853
14.149,13.875
14.068,13.819
13.947,13.7
13.986,13.684
13.948,13.619
13.92,13.527
13.958,13.401
13.912,13.361
13.952,13.31
13.999,13.087
14.013,13.002
13.913,12.923
13.967,12.876
13.945,12.835
13.853,12.841
13.875,12.783
13.819,12.765
13.7,12.713
13.684,12.708
13.619,12.709
13.527,12.706
13.401,12.66
13.361,12.636
13.31,12.571
13.087,12.556
13.002,12.475
12.923,12.442
12.876,12.439
12.835,12.511
12.841,12.424
12.783,12.371
12.765,12.335
12.713,12.295
12.708,12.246
12.709,12.15
12.706,12.059
12.66,12.0
12.636,12.012
12.571,11.919
12.556,11.989
12.475,11.868
12.442,11.84
12.439,11.735
12.511,11.627
12.424,11.624
12.371,11.543
12.335,11.497
12.295,11.45
12.246,11.403
12.15,11.332
12.059,11.282
12.0,11.258
12.012,11.212
11.919,11.091
11.989,11.033
11.868,10.972
11.84,10.887
11.735,10.796
11.627,10.76
11.624,10.679
11.543,10.548
11.497,10.48
11.45,10.45
11.403,10.287
11.332,10.22
11.282,10.106
11.258,10.018
11.212,9.913
11.091,9.854
11.033,9.82
10.972,9.63
10.887,9.5
10.796,9.439
10.76,9.391
10.679,9.218
10.548,9.135
10.48,9.16
10.45,9.045
10.287,8.874
10.22,8.811
10.106,8.714
10.018,8.709
9.913,8.667
9.854,8.601
9.82,8.552
9.63,8.488
9.5,8.432
9.439,8.375
9.391,8.248
9.218,8.239
9.135,8.087
9.16,7.972
9.045,7.913
8.874,7.932
8.811,7.759
8.714,7.708
8.709,7.717
8.667,7.606
8.601,7.516
8.552,7.453
8.488,7.364
8.432,7.325
8.375,7.233
8.248,7.159
8.239,7.097
8.087,7.014
7.972,6.974
7.913,6.883
7.932,6.892
7.759,6.78
7.708,6.717
7.717,6.669
7.606,6.609
7.516,6.613
7.453,6.517
7.364,6.541
7.325,6.437
7.233,6.45
7.159,6.407
7.097,6.235
7.014,6.118
6.974,6.138
6.883,6.158
6.892,6.121
6.78,6.122
6.717,6.08
6.669,6.082
6.609,6.077
6.613,6.0
6.517,5.971
6.541,5.963
6.437,5.982
6.45,5.937
6.407,6.03
6.235,5.997
6.118,5.903
6.138,5.889
6.158,5.866
6.121,5.873
6.122,5.917
6.08,5.942
6.082,5.887
6.077,5.944
6.0,5.889
5.971,5.79
5.963,5.746
5.982,5.753
5.937,5.797
6.03,5.784
5.997,5.795
5.903,5.843
5.889,5.806
5.866,5.836
5.873,5.787
5.917,5.821
5.942,5.876
5.887,5.87
5.944,5.867
5.889,5.875
5.79,5.868
5.746,5.826
5.753,5.859
5.797,5.984
5.784,6.098
5.795,6.182
5.843,6.301
5.806,6.401
5.836,6.412
5.787,6.442
5.821,6.489
5.876,6.61
5.87,6.673
5.867,6.742
5.875,6.866
5.868,7.104
5.826,7.367
5.859,7.498
5.984,7.731
6.098,7.834
6.182,7.897
6.301,7.982
6.401,8.1
6.412,8.182
6.442,8.23
6.489,8.343
6.61,8.489
6.673,8.688
6.742,8.755
6.866,8.776
7.104,8.836
7.367,8.865
7.498,8.893
7.731,9.004
7.834,9.113
7.897,9.18
7.982,9.216
8.1,9.233
8.182,9.288
8.23,9.34
8.343,9.252
8.489,9.378
8.688,9.421
8.755,9.533
8.776,9.533
8.836,9.5
8.865,9.658
8.893,9.66
9.004,9.717
9.113,9.735
9.18,9.775
9.216,9.775
9.233,9.792
9.288,9.728
9.34,9.745
9.252,9.866
9.378,9.951
9.421,9.923
9.533,9.982
9.533,10.044
9.5,10.047
9.658,10.052
9.66,10.099
9.717,10.226
9.735,10.34
9.775,10.442
9.775,10.673
9.792,10.832
9.728,10.994
